Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
-0.29707086763992774,0.018148686496019955,-0.17899516836492982,-0.2146210742364667,2.9684019368502056e-16,4.626412487657584e-16,-0.8520306539705619,0.5077189257976975,-1.159268412212362,-0.7929932352166237,0.8097927638294501,0.8076367548237042,0.06681647042157833,-1.4823008578687125,-1.7990361820959244,-1.4845168829448512,1.6791684951872756,0.0,-0.1961752870324896,-0.12100663995977691,-0.5394449595952421,-0.27586429876068114,0
-0.29707086763992774,-1.0146706002977286,0.18209478918827138,-0.27669612353593726,2.9684019368502056e-16,4.626412487657584e-16,-0.915999737326666,0.5077189257976975,0.9527322499740836,-2.053258838075827,-0.9619201521218992,0.5821310558167684,-1.4658679201164615,-1.3377464338848728,-1.3008923253628768,-1.3626559138024597,3.978721154318474e-16,0.0,-0.14028936196615505,0.3067773870734394,-0.5394449595952421,-0.27586429876068114,0
-0.29707086763992774,-0.06791958740345909,0.28057386852096217,-0.27669612353593726,2.9684019368502056e-16,4.626412487657584e-16,-1.2978186465048376,0.6707826566432381,-1.159268412212362,-2.053258838075827,0.6990607065824908,1.03314245383064,-1.806464451347137,-1.0968223939118067,-1.8162135564660336,-1.2059775249050677,3.978721154318474e-16,-1.191922911705069,0.5675990222074142,0.11855241517882396,-0.5394449595952421,-0.27586429876068114,0
-0.29707086763992774,-0.7048248142596042,0.6580770059629448,-0.27669612353593726,2.9684019368502056e-16,4.626412487657584e-16,-0.5550390283838157,-1.1229183826577092,-0.06789215415367846,0.29822909731360736,-0.18679575139318388,-0.8836559877283142,-1.4091018315780157,-1.7714097058363918,-0.09847611945551125,-0.4922204199281486,3.978721154318474e-16,0.0,0.027368413232848544,0.6832273308626696,-0.5394449595952421,-0.1728289765793061,0
-0.29707086763992774,0.723908532471748,1.363843741180564,-0.1732377080368197,2.9684019368502056e-16,4.626412487657584e-16,-0.8520306539705619,0.2631233295293865,0.18741012668013776,-0.3768000748012697,-0.6297239803810212,0.3566253568098326,0.6912434443444835,-0.9522679699279671,-1.266537576622678,-1.6760126915972036,1.2312043174872809,1.7764249476637919,-0.02851751183348599,1.2307908854651863,-0.5394449595952421,-0.2552572343244061,0
-0.29707086763992774,0.22471254385476955,0.9371010640722363,-0.2560044404361137,2.9684019368502056e-16,4.626412487657584e-16,-0.915999737326666,1.4861013108709415,-1.159268412212362,-2.043565375133995,0.6990607065824908,0.8076367548237042,-0.8414409461935565,-1.4341160498740992,-1.541375566544346,-1.7804649508621249,3.978721154318474e-16,0.0,0.4930844554523019,1.093899996814557,-0.5394449595952421,-0.27586429876068114,0
-0.29707086763992774,0.17307157951508229,0.1656816092994893,-0.27669612353593726,2.9684019368502056e-16,4.626412487657584e-16,-0.8520306539705619,0.9969101183343195,1.583851523003344,-2.043565375133995,0.8097927638294501,0.8076367548237042,-1.182037477424232,-1.6268552818525521,-1.472666069063929,-1.2930210742924988,-1.4565807487126876,0.0,0.027368413232848544,0.35811147031742546,-0.5394449595952421,-0.27586429876068114,0
-0.29707086763992774,-0.9630296359580411,0.44470566740878065,-0.27669612353593726,2.9684019368502056e-16,4.626412487657584e-16,-0.8520306539705619,-0.22606786300723553,-2.071352590605804,-2.043565375133995,-0.7404560376279805,0.01836680829942895,-1.238803565962678,-1.6268552818525521,-0.8199258429999384,-0.9622555866202647,3.978721154318474e-16,0.0,-0.307947137165158,0.512113720049383,-0.5394449595952421,-0.27586429876068114,0
-0.29707086763992774,-0.6187565403601252,1.2981910216254369,-0.27669612353593726,2.9684019368502056e-16,4.626412487657584e-16,0.5463095813640285,3.4428660810174296,-0.06789215415367846,-0.3768000748012697,-0.6297239803810212,1.2586481528375757,-1.5794000971933535,-2.108703361798684,-1.5929076896546734,-2.093821728656869,3.978721154318474e-16,0.0,0.06462569661040468,1.3163476908718297,-0.5394449595952421,-0.13161484770675608,1
-0.29707086763992774,-0.033492277843667595,1.002753783627364,-0.1318543418371727,2.9684019368502056e-16,4.626412487657584e-16,-0.8520306539705619,-0.7967909209666278,-1.5879442989130674,0.2477687255704146,0.25613247759465346,-0.6581502887213784,-0.6711426805782187,-1.2413768178956464,-1.9192778026866688,-1.7282388212296544,3.978721154318474e-16,0.0,0.3999412470084112,0.9741204692452565,1.8746786548424816,-0.27586429876068114,0
-0.29707086763992774,0.018148686496019955,1.051993323293709,-0.27669612353593726,2.9684019368502056e-16,4.626412487657584e-16,1.2401470200761349,-0.6337271901210871,-2.071352590605804,0.13475717666902795,0.47759659208857214,-1.2219145362387178,-1.238803565962678,-1.4823008578687125,-1.0947638329216258,-1.2059775249050677,3.978721154318474e-16,0.0,0.4558271720747451,1.0767886357332288,-0.5394449595952421,-0.04918658996165604,1
